"","Time","TMPM","Rain","LF","VP","Sat_def","Rad_Int","GlobRad","Wind","TMPMN","TMPMX"
"2102",36436,10.7,0.8,79.1,10.1,2.7,113.4,9.8,4,8.9,14.9
"2103",36437,10.1,0,83.5,10.3,2,71.2,6.15,3.4,8,13.4
"2104",36438,9.7,2,84.7,10.2,1.8,101.4,8.76,2.8,7.2,14.8
"2105",36439,10.2,0,87.7,10.9,1.5,76.6,6.62,2.9,7.6,14.2
"2106",36440,10.4,1.5,79.8,10.1,2.6,72.5,6.27,3.2,7.4,13.8
"2107",36441,11.6,3.8,89.9,12.2,1.4,45,3.89,4.1,9.1,13.5
"2108",36442,12,4.2,90.7,12.7,1.3,33,2.85,4.2,10.6,14.3
"2109",36443,14.3,0.2,89.9,14.6,1.6,30,2.59,3.9,10.4,15.8
"2110",36444,12.1,1.7,82.7,11.6,2.4,64.7,5.59,3.6,9.1,15.9
"2111",36445,9.8,0,77.5,9.4,2.7,119.6,10.33,3.1,6.8,15.5
"2112",36446,9.6,0,82.8,9.9,2,70.5,6.09,2.2,6,13.8
"2113",36447,11.4,1.2,88.6,11.9,1.5,41.8,3.61,3.1,8.2,13.8
"2114",36448,7.4,0,80.1,8.2,2.1,123.4,10.66,1.5,4.3,13.8
"2115",36449,4.6,0,80.8,6.8,1.6,112.6,9.73,1.3,-0.9,11.8
"2116",36450,4.3,0,82.5,6.8,1.5,92.8,8.02,1.7,-1.6,10.5
"2117",36451,4.6,0,85.6,7.2,1.2,80.7,6.98,2.3,0.3,9.8
"2118",36452,4.1,0,79.5,6.5,1.7,109.1,9.42,3.2,-0.2,9.7
"2119",36453,3.3,0,68.1,5.3,2.5,112.5,9.72,5.1,0.7,7.9
"2120",36454,5.5,0,74.4,6.7,2.3,46.2,3.99,5.8,-0.5,7.8
"2121",36455,8.9,0,79.2,9,2.4,84.2,7.27,3.3,3.9,12.9
"2122",36456,10,2,89.1,10.9,1.3,45.8,3.96,2,6.4,13.1
"2123",36457,11.4,1.8,85.2,11.4,2,80.4,6.95,2.6,5.1,16.5
"2124",36458,12,0,82,11.4,2.5,48.3,4.17,2.6,8.6,14.5
"2125",36459,12.6,0.5,81.8,11.9,2.7,46.9,4.05,4.6,10.9,15.3
"2126",36460,12.1,0,82.6,11.7,2.5,31,2.68,4.3,11.1,14.2
"2127",36461,10.8,0,84.4,10.9,2,60.6,5.24,3.1,7.8,13.7
"2128",36462,9.2,0,88.1,10.2,1.4,62.6,5.41,1.4,7.2,14.1
"2129",36463,10.4,3.8,84.5,10.6,2,68.4,5.91,2.5,4.8,15.1
"2130",36464,11,0,78.4,10.3,2.8,61.6,5.33,4.4,8.7,14.6
"2131",36465,12.4,0.5,72.7,10.4,4,66,5.7,3.3,5.8,14.8
"2132",36466,12.1,2.9,89.2,12.5,1.5,19.4,1.68,3.1,10.4,16.1
"2133",36467,6.9,0,85,8.4,1.5,79.7,6.89,2.3,4.7,12.7
"2134",36468,5.3,0,84.2,7.5,1.4,78.7,6.8,1.8,0.2,11.7
"2135",36469,6.9,0,85.2,8.5,1.5,38.2,3.3,2.6,1.4,9.3
"2136",36470,9.4,0.1,67.4,7.9,3.8,51,4.41,4.3,7.5,13.4
"2137",36471,8.8,1.7,89.3,10.1,1.2,32.6,2.82,4.1,6.8,10.7
"2138",36472,7.6,0,91.2,9.5,0.9,19.2,1.66,2.5,6.2,9.3
"2139",36473,5.9,0,96.5,8.9,0.3,17,1.47,1.9,3.7,7.2
"2140",36474,7.5,0.3,90.8,9.4,1,16.7,1.44,3.8,5.8,8.7
"2141",36475,4.4,0,85.8,7.2,1.2,41.6,3.59,2.5,1.6,8.6
"2142",36476,0.3,0,94.2,5.9,0.4,28.1,2.43,1.3,-3.1,4
"2143",36477,2.1,0.8,95.7,6.8,0.3,23.2,2.01,2.4,-1.2,3.8
"2144",36478,2.8,0.6,80.5,6,1.5,43.5,3.76,3.1,-1.1,8.2
"2145",36479,-1.6,0,81.9,4.4,1,62.3,5.38,0.9,-5.2,5
"2146",36480,-2.5,0.6,82.6,4.2,0.9,61.4,5.31,1.6,-6.2,3.3
"2147",36481,2.2,1.6,92.5,6.6,0.5,14.7,1.27,3.8,-4,3.3
"2148",36482,1.4,2.2,89.3,6,0.7,16,1.38,3.6,0.6,3.2
"2149",36483,0.8,2.3,95.7,6.2,0.3,16.9,1.46,2.7,-0.2,1.6
"2150",36484,-0.5,0.8,88.3,5.2,0.7,21.5,1.86,2.9,-1.4,1.3
"2151",36485,0.3,0,88.7,5.5,0.7,41.3,3.57,1.9,-1.6,2.5
"2152",36486,-0.4,0,90.9,5.4,0.5,18.3,1.58,1.6,-2.2,0.6
"2153",36487,1.9,0.5,93.1,6.5,0.5,16.5,1.43,1.7,-0.8,3
"2154",36488,5.6,0.1,96.5,8.7,0.3,13.1,1.13,1.6,1.9,6.5
"2155",36489,7.1,0.1,89.6,9,1,23.2,2,3.5,4.9,8.5
"2156",36490,7.3,0,86.5,8.8,1.4,24.4,2.1,3.4,5.8,10.1
"2157",36491,5.4,0.1,86.6,7.7,1.2,18.2,1.58,3.9,3.3,7.7
"2158",36492,7.2,0,84.7,8.6,1.6,12.3,1.06,3.3,3.4,9.7
"2159",36493,7.5,0,75.8,7.8,2.5,12.1,1.05,3.5,5.6,9.4
"2160",36494,8.1,0.2,78.8,8.5,2.3,11.9,1.03,5,6.6,8.7
"2161",36495,8,1,74.1,7.9,2.8,33.1,2.86,7.9,6.3,10
"2162",36496,4.8,6.8,80.6,6.9,1.7,29.9,2.59,7.2,2.3,7
"2163",36497,6.6,5,75.4,7.3,2.4,11.5,0.99,8.6,3.7,8.4
"2164",36498,3,0.8,77.4,5.8,1.7,31.6,2.73,6.6,1.1,6.2
"2165",36499,1,2.3,87.7,5.8,0.8,23.9,2.07,4.8,-0.7,4
"2166",36500,5,5.9,90.6,7.9,0.8,11.1,0.96,6.4,-1.4,7.3
"2167",36501,7.6,11.4,89.7,9.3,1.1,15.7,1.36,7,6.6,9
"2168",36502,7.1,0,77.4,7.8,2.3,30.4,2.63,5.7,4.1,8.1
"2169",36503,7.8,0.2,76.9,8.1,2.4,17.9,1.55,4.7,5.9,10.1
"2170",36504,5.9,0.3,81.2,7.5,1.7,16,1.39,5.1,4.9,7.3
"2171",36505,6.9,9.3,81.6,8.1,1.8,15.6,1.35,5.2,3.7,8.6
"2172",36506,8,8.3,85.5,9.2,1.6,12.1,1.05,5.7,6.1,10.6
"2173",36507,3.4,3.2,86.2,6.7,1.1,23.5,2.03,4.7,2.3,7.1
"2174",36508,2.5,3.1,89.9,6.5,0.7,10.4,0.9,6.1,1.6,4.7
"2175",36509,-0.7,0.3,85.2,4.9,0.9,10.4,0.9,3.6,-1.3,2
"2176",36510,-0.2,0,80.7,4.9,1.2,28.7,2.48,3.2,-1.9,0.8
"2177",36511,3.5,1.8,85.9,6.8,1.1,10.3,0.89,7.4,0,4.5
"2178",36512,1.6,0.3,81.8,5.6,1.3,35.8,3.1,5,0.3,5.2
"2179",36513,0.2,0.6,86.5,5.3,0.8,26.6,2.3,4.1,-1,1.5
"2180",36514,0.6,0,89.6,5.7,0.7,33.9,2.93,3.3,-1.5,3.5
"2181",36515,-0.2,0,93.5,5.6,0.4,13.4,1.15,1.5,-2,1.3
"2182",36516,-1,0,77.8,4.4,1.3,37.4,3.23,3.3,-4.2,1.3
"2183",36517,1.7,2.9,83.9,5.8,1.1,10.3,0.89,4,-1.3,3.1
"2184",36518,4.9,1.3,84.1,7.2,1.4,14.9,1.29,4.8,-0.8,7.1
"2185",36519,5.8,2.4,76.9,7.1,2.1,27.4,2.37,6.8,3.4,9.3
"2186",36520,3,12.3,89.9,6.8,0.8,10.4,0.9,4,0.8,4.5
"2187",36521,2.9,0.2,92.6,7,0.6,10.4,0.9,3,1.1,3.9
"2188",36522,1.9,1.2,96,6.7,0.3,10.5,0.9,2,-0.3,3.5
"2189",36523,2,3.7,91.9,6.5,0.6,14.8,1.28,2.8,1.1,3.1
"2190",36524,2.3,0.4,90.2,6.5,0.7,11.7,1.01,3.5,-1,4
"2191",36525,2,0.1,90.4,6.4,0.7,10.7,0.92,1.5,0.7,3.5
"2192",36526,3.7,0.9,93.7,7.5,0.5,11.6,1,2.7,0.9,5.6
"2193",36527,5.3,0,87.8,7.8,1.1,16.3,1.41,3.4,2.6,6.5
"2194",36528,7.1,0.8,84,8.5,1.6,11.8,1.02,4.7,5.4,8.3
"2195",36529,5.9,5.4,94.1,8.7,0.6,17.4,1.5,3.6,4.2,7.4
"2196",36530,2.9,0,81.5,6.1,1.4,41.9,3.62,4,1.1,7.6
"2197",36531,5,0.3,85.7,7.5,1.3,40.7,3.52,3.3,0,6.8
"2198",36532,5.2,0,88.2,7.8,1,30.7,2.65,3.2,3.4,8.1
"2199",36533,5.6,0,82.8,7.5,1.6,13.7,1.18,3.6,2.6,6.6
"2200",36534,2.6,0,93.9,6.9,0.5,18.8,1.63,2.1,1,6.4
"2201",36535,1.7,0,93.8,6.5,0.4,12.8,1.1,2,0.6,2.5
"2202",36536,0.2,0,84.6,5.2,1,45.4,3.93,2.4,-2.1,3.1
"2203",36537,0.1,0,84.9,5.2,0.9,32,2.76,3.2,-1.5,2.6
"2204",36538,-1,0,83.2,4.7,1,30.8,2.66,2.3,-4.5,0.3
"2205",36539,-0.1,0,85.1,5.2,0.9,28.6,2.47,1.4,-1.7,2.2
"2206",36540,-0.6,0.1,90.3,5.3,0.6,13.7,1.19,1.6,-1.8,1.4
"2207",36541,4.3,2.9,95.5,7.9,0.4,13.9,1.2,3.8,-2.1,5.8
"2208",36542,6.9,3.2,89.4,8.9,1.1,14.2,1.22,7.8,5.5,7.5
"2209",36543,3.9,2.6,77.2,6.2,1.8,39.2,3.39,6.2,1.1,7.2
"2210",36544,-0.3,0.2,74.6,4.5,1.5,56.2,4.85,2.9,-2.1,3.9
"2211",36545,4.3,5.8,92,7.6,0.7,14.9,1.29,5.5,-2.3,4.9
"2212",36546,1.4,4,66.8,4.5,2.2,35,3.02,4.5,-0.4,5.4
"2213",36547,0.1,4.1,95.3,5.9,0.3,15.4,1.33,2.6,-1,1.8
"2214",36548,-5.2,0,75.4,3.1,1,56.4,4.88,2.6,-7.8,-0.6
"2215",36549,-4.6,0,81.2,3.5,0.8,49.5,4.27,1.5,-7.4,-1.9
"2216",36550,-2.9,0,75,3.7,1.2,54.4,4.7,2.7,-8,0.2
"2217",36551,2.5,0.9,95.6,7,0.3,16.6,1.43,4.5,-2.6,3.5
"2218",36552,2.1,0,88.5,6.3,0.8,20.5,1.77,5.6,1.5,3.5
"2219",36553,1.6,1.2,80.4,5.5,1.3,17.2,1.48,6.1,1.1,3
"2220",36554,7,8.1,84.1,8.4,1.6,17.5,1.51,7.6,1.3,9.1
"2221",36555,5.5,4.2,71.2,6.4,2.6,53.1,4.59,6.7,3.6,8
"2222",36556,8.1,2.2,79.5,8.6,2.2,52.9,4.57,7.2,4.5,10.2
"2223",36557,8.9,1,72.5,8.2,3.1,23.3,2.01,5.9,6.8,10
"2224",36558,6.7,3.6,81.8,8,1.8,41.8,3.61,5.5,5.5,8.8
"2225",36559,3.8,0.7,79.6,6.4,1.6,59,5.1,4.8,1.5,7.7
"2226",36560,6.6,2.4,89.1,8.7,1.1,22.1,1.91,5.6,0.5,7.7
"2227",36561,7.9,0,84.5,9,1.7,35,3.02,4.8,5.4,9.6
"2228",36562,8.8,0.1,69.2,7.8,3.5,47.6,4.11,3.2,6,11.1
"2229",36563,8.2,0.8,71.1,7.7,3.1,55,4.75,5.2,6.7,9.6
"2230",36564,9,3.4,67.8,7.8,3.7,25.1,2.17,6.9,6.6,10.2
"2231",36565,5.1,3.3,81.8,7.2,1.6,35.4,3.06,7.5,2.3,9.1
"2232",36566,6.5,3.1,76.8,7.4,2.2,59.1,5.11,5.2,4.2,9
"2233",36567,4.5,0,75.1,6.3,2.1,84.8,7.33,3.8,2.8,7.7
"2234",36568,3.8,2,79.4,6.3,1.7,91,7.87,4.7,-0.1,7.4
"2235",36569,3.8,2,84.5,6.8,1.3,56.3,4.86,4.3,1.6,6
"2236",36570,2.8,3.1,80.5,6,1.5,65.5,5.66,3.8,1.5,5.6
"2237",36571,5.9,0.5,83,7.7,1.6,58.3,5.03,3.7,2.4,8.8
"2238",36572,2,1.6,85.7,6,1,47.7,4.12,4.7,0.6,5.1
"2239",36573,0.6,0.3,87.2,5.6,0.8,62.3,5.39,2.6,-1.2,4.2
"2240",36574,1.5,4.5,90.9,6.2,0.6,36.1,3.12,3.3,-1.2,3.7
"2241",36575,3.6,10.9,93.6,7.4,0.5,29.4,2.54,1.7,1.6,5.5
"2242",36576,0.6,0.6,86.7,5.5,0.8,61.4,5.3,2.9,-1.3,3.8
"2243",36577,-0.1,0.3,76.5,4.6,1.4,78.2,6.76,1.4,-3.7,3.6
"2244",36578,2.4,7.2,93.3,6.7,0.5,28.8,2.49,1.9,-0.8,4
"2245",36579,2.1,0.1,84.3,6,1.1,76.6,6.62,1.6,0.1,6.9
"2246",36580,5,10.7,88.9,7.7,1,29.8,2.58,3.4,-0.4,8.4
"2247",36581,3.3,0.9,87.4,6.8,1,67.4,5.82,3.2,0.8,6.7
"2248",36582,4.2,0,78.4,6.5,1.8,86.2,7.45,3.3,2,9
"2249",36583,6.5,0,71.1,6.9,2.8,118.7,10.26,3.3,-1.6,10.5
"2250",36584,9.4,2.9,70.9,8.3,3.5,81,7,5.6,6.6,16
"2251",36585,7,1.6,72.5,7.2,2.8,81.8,7.07,5.1,4,9.8
"2252",36586,5,0.8,81.9,7.1,1.6,81.1,7.01,4.9,3.7,8.4
"2253",36587,3.8,4.1,76.7,6.1,1.9,103.5,8.95,5.7,1,6.4
"2254",36588,5.1,6.5,84,7.4,1.4,56.1,4.85,7.3,3.1,8.4
"2255",36589,0.5,2.5,79.4,5,1.3,95.3,8.23,5.6,-1,4
"2256",36590,1.6,0.9,79.5,5.4,1.4,79.3,6.85,4.6,-1.1,4.2
"2257",36591,6.4,0,72.5,7,2.7,63.1,5.45,6,0.3,8.5
"2258",36592,9.1,3.2,84.9,9.8,1.7,52.2,4.51,7.3,6.7,11.2
"2259",36593,10.8,12.9,93.4,12.1,0.9,35.6,3.08,6.9,8.8,11.7
"2260",36594,7.6,7.7,87.3,9.1,1.3,49.4,4.26,6.7,4.8,12.4
"2261",36595,4.1,7.8,72.9,6,2.2,110.3,9.53,3.2,1.3,6.8
"2262",36596,6.4,1.2,84.6,8.1,1.5,75.5,6.52,5.8,3.1,9.1
"2263",36597,5.1,3.9,82.2,7.2,1.6,53,4.58,1.9,2.7,6.7
"2264",36598,8.3,1.1,80.5,8.7,2.2,118.5,10.24,3.1,4.1,11.7
"2265",36599,6,13.5,92.1,8.6,0.7,39.1,3.38,4.7,3.1,10
"2266",36600,3.3,3,80.7,6.2,1.5,115.3,9.97,5.9,0.5,6.1
"2267",36601,4.8,3,68.2,5.9,2.7,95,8.21,5.2,3.3,8
"2268",36602,5.6,4.8,87.9,8,1.1,60.3,5.21,3.9,3.5,7.2
"2269",36603,4.8,9,93.4,8,0.6,41.4,3.58,1.5,3.2,6.4
"2270",36604,4.4,0,78.1,6.5,1.8,151.9,13.13,2.5,0,9.1
"2271",36605,5.1,0,90.7,8,0.8,51.5,4.45,2.7,2.7,6.1
"2272",36606,6.2,0,88.8,8.4,1.1,95.5,8.25,1.7,4.2,9.7
"2273",36607,6.2,0,82.3,7.8,1.7,154.1,13.31,1.3,2,13.1
"2274",36608,6.3,0,80.7,7.7,1.9,155,13.39,2,0.5,12.4
"2275",36609,6.4,3.6,82.1,7.9,1.7,54.9,4.74,4,2.7,8.9
"2276",36610,9.6,4.2,86.7,10.4,1.6,75.6,6.53,2.4,6.5,13.6
"2277",36611,6.3,1.2,85.4,8.1,1.4,92.1,7.96,2.4,4.4,10
"2278",36612,4.8,1.1,80.9,7,1.7,139.9,12.09,2.9,0,10
"2279",36613,3.8,5,96.1,7.7,0.3,47.2,4.08,4.1,1.7,5.3
"2280",36614,6.2,0,87.7,8.3,1.2,51.2,4.42,5,3.6,7.9
"2281",36615,6.3,0,82.9,7.9,1.6,48.4,4.18,4.1,5.7,7.6
"2282",36616,5,0,84,7.3,1.4,55.3,4.77,2,3.9,7.2
"2283",36617,7.2,1.7,80.3,8.1,2,117.8,10.18,1.9,3.6,11.3
"2284",36618,8.3,0,74.3,8.1,2.8,170.9,14.77,2.2,2.8,12.9
"2285",36619,11.5,0.8,57.6,7.8,5.8,211.5,18.27,4.1,3.4,17.8
"2286",36620,10.4,2.6,82.5,10.3,2.2,59.2,5.12,2,7.3,15.3
"2287",36621,3,0.1,67.4,5.1,2.5,137.7,11.89,3.9,0.2,9.4
"2288",36622,5.3,0,66.2,5.9,3,203.7,17.6,2.8,-2.9,10.8
"2289",36623,6.4,0,80.2,7.7,1.9,117.3,10.14,3.7,1.5,10.9
"2290",36624,6.5,0,78.5,7.6,2.1,71.6,6.19,2,3.2,10
"2291",36625,5.1,0,59.2,5.2,3.6,154.1,13.32,3.7,3,9.9
"2292",36626,4.4,0,67,5.6,2.8,223.6,19.32,2.7,-2.4,10
"2293",36627,7.5,0.4,61.1,6.3,4,190.3,16.44,2.7,0.1,13.5
"2294",36628,4.8,2.8,89.1,7.7,0.9,74,6.4,2.7,3.1,9.7
"2295",36629,7.4,0,71.1,7.3,3.1,126.4,10.92,3.7,0.7,12.6
"2296",36630,6.3,1.1,78.3,7.4,2.1,123.4,10.67,3.5,4,11.2
"2297",36631,8.8,3.3,84.2,9.5,1.8,76.6,6.61,2.2,1.7,13.3
"2298",36632,8.3,0,64.7,7,3.9,156.6,13.53,3.2,5.6,13.8
"2299",36633,11.6,0,64.2,8.7,4.9,98.3,8.49,2.9,6.4,16.1
"2300",36634,11.6,6.1,66.7,9.1,4.6,103.7,8.96,2.4,8.7,15.9
"2301",36635,9.6,4.5,95.1,11.4,0.6,62.7,5.42,1.7,8.2,12.4
"2302",36636,13.5,0,69.7,10.7,4.7,235.1,20.31,2.1,3.8,20.3
"2303",36637,16.2,0,63.3,11.6,6.8,211.2,18.25,2.5,7.9,23.4
"2304",36638,18.3,0,62.8,13.2,7.8,213.3,18.43,3.3,8.5,24.5
"2305",36639,17.4,3.4,71.8,14.2,5.6,159.9,13.82,2.1,12.2,23.9
"2306",36640,10.8,0.1,90.1,11.7,1.3,84.4,7.29,3.4,9.5,16.5
"2307",36641,11.4,0,75.1,10.1,3.4,251.5,21.73,2,3.6,17.5
"2308",36642,16.6,0,69.9,13.2,5.7,269.7,23.3,3.7,6.7,22.3
"2309",36643,19,0,63.7,13.9,7.9,254.3,21.97,2.6,10.2,25.7
"2310",36644,19.6,0,60.3,13.7,9,122.1,10.55,4.5,14.5,23.3
"2311",36645,18.6,0,70.1,15,6.4,234.1,20.22,3.2,14.9,24.8
"2312",36646,15.2,0.9,89.8,15.5,1.8,92.9,8.02,2,13.5,17.6
"2313",36647,15.5,2.4,87,15.2,2.3,177.7,15.35,2.3,12.4,20.4
"2314",36648,17.7,0,67.2,13.6,6.7,262.6,22.69,2.9,12.4,23.8
"2315",36649,14.9,0,49.5,8.3,8.5,270.9,23.4,2.4,8.6,21.6
"2316",36650,15.7,0,55.1,9.7,8,262.1,22.65,1.9,8.1,22.6
"2317",36651,17,0,51.1,9.8,9.5,294.4,25.43,2.7,7.1,23.8
"2318",36652,17.1,0,53.6,10.4,9,294.8,25.47,3.5,8.1,24.3
"2319",36653,19.1,0.2,53.1,11.7,10.4,296,25.57,3.8,9.2,26.6
"2320",36654,17.6,0,65.3,13.1,7,204.9,17.7,2.7,10.8,24.2
"2321",36655,18.4,0,54.4,11.5,9.6,251.4,21.72,1.9,10.7,25.7
"2322",36656,18.6,0,59.3,12.6,8.8,299.3,25.86,1.8,9.8,26.3
"2323",36657,18,0,56.7,11.6,9,302.5,26.13,2.3,9.4,26.1
"2324",36658,15.1,0,50.6,8.6,8.4,307.8,26.6,4.1,9,20.7
"2325",36659,15.1,0,49.3,8.4,8.7,312.7,27.02,2.7,5.6,22.2
"2326",36660,18.4,0,47.2,9.9,11.2,314.6,27.18,1.8,6.5,26.2
"2327",36661,20.3,0,46.5,11,12.7,316,27.3,1.5,8.8,28.5
"2328",36662,22.4,0,45.4,12.2,14.8,306.4,26.47,2,11.4,29.7
"2329",36663,15.9,3.3,74.4,13.3,4.6,219,18.92,2.9,12.9,26.6
"2330",36664,11.2,2.3,80.4,10.7,2.6,166.3,14.37,2.6,8.7,17.1
"2331",36665,10.2,2.6,83.2,10.3,2.1,188.3,16.27,2.9,6.2,15.9
"2332",36666,10.7,0.2,79.9,10.2,2.6,145.3,12.55,2.4,7.9,15.4
"2333",36667,11.8,2.6,73.5,10.2,3.7,209.5,18.1,1.9,6.2,16.5
"2334",36668,11.7,0,79.8,11,2.8,145.3,12.56,1.7,9.3,16.8
"2335",36669,15.1,0,66.2,11.3,5.8,246.5,21.3,2.5,7.3,19.2
"2336",36670,14.7,3.1,85.6,14.2,2.4,85.6,7.39,2.6,12.8,18.1
"2337",36671,14.2,7.4,77.8,12.5,3.6,154,13.31,4.2,11.7,19.5
"2338",36672,15.3,0,57.3,9.9,7.4,256.2,22.14,3.2,7.8,19.2
"2339",36673,13.2,0,64.9,9.8,5.3,185.8,16.05,4.1,10.2,18.7
"2340",36674,13,0,62,9.2,5.7,176,15.21,5.5,7.7,18
"2341",36675,9.8,3.8,78.2,9.4,2.7,215.6,18.62,4.9,7.8,14.6
"2342",36676,11.3,0,68,9.1,4.3,235.4,20.34,2.7,6.7,16.7
"2343",36677,13,0,59.8,8.9,6,291.3,25.16,1.9,5,18.4
"2344",36678,17,0,63.6,12.2,7.1,175.4,15.15,2.5,7.8,21
"2345",36679,20.1,0,63,14.7,8.7,330.4,28.54,3.2,13.4,26.8
"2346",36680,18.7,0,66.7,14.3,7.2,232,20.04,2.3,11.5,23.4
"2347",36681,20.2,0,72,16.9,6.7,245,21.17,3.3,14.7,25.8
"2348",36682,17,6.6,82.2,15.9,3.4,86.5,7.47,2.5,13.1,19.8
"2349",36683,12.5,0.4,84.7,12.2,2.2,94,8.12,4.7,11.2,17.2
"2350",36684,12.7,0.3,72.5,10.6,4.1,226.1,19.54,3.5,8.1,17.5
"2351",36685,15.4,0,62.3,10.8,6.6,287.2,24.81,1.9,7.4,20.7
"2352",36686,22.1,0,48.6,12.8,13.6,339.1,29.3,4.1,10.3,28.3
"2353",36687,23.4,0.3,58.4,16.8,11.9,296.1,25.58,2.6,15.4,32.1
"2354",36688,18,2.3,69.5,14.3,6.3,240.8,20.8,2.7,13.7,24.4
"2355",36689,17.8,0,65.1,13.2,7.1,288.4,24.92,3.2,11.3,23
"2356",36690,21.3,0,63.4,16,9.3,334.4,28.9,3.2,12.4,29.5
"2357",36691,17.9,3.2,80,16.2,4.3,115.9,10.02,1.9,14.4,20.9
"2358",36692,14,0.1,74.9,11.9,4,164.5,14.22,3.5,12.9,18.9
"2359",36693,12.3,0,59.4,8.5,5.8,277.8,24,4.4,7.4,17.2
"2360",36694,14.2,0,55.2,8.9,7.2,294.4,25.44,2.2,8,20.1
"2361",36695,20.5,0,50.5,12.1,11.9,317,27.39,1.9,7.7,27.9
"2362",36696,25.4,0,49.8,16,16.3,334.5,28.9,1.9,13.6,33.6
"2363",36697,27.4,0,42.7,15.4,20.8,335.4,28.98,2,17.2,34.9
"2364",36698,25.3,0,54.4,17.4,14.7,304.1,26.28,2.8,18.9,33.4
"2365",36699,19.5,5,67.6,15.1,7.4,212.2,18.33,2.5,16.4,23.9
"2366",36700,17.2,0.2,64.4,12.6,7,213.9,18.48,3.2,14.1,21.8
"2367",36701,14.1,4.9,79.5,12.7,3.3,155.7,13.45,3.1,12.2,18.1
"2368",36702,12.9,0,73.4,10.9,3.9,116.3,10.04,4.8,11.4,16.1
"2369",36703,12.1,0.3,67.9,9.6,4.5,178.1,15.38,5.1,10.4,16.4
"2370",36704,11.9,0.1,66.2,9.2,4.7,162.7,14.05,4.7,8.9,15.3
"2371",36705,11.8,0,69.9,9.6,4.2,116.4,10.06,4,8.3,14.3
"2372",36706,12.3,0,72.5,10.3,4,83.7,7.23,3.8,10,14.8
"2373",36707,12.4,0,71.3,10.1,4.2,168.2,14.53,3.4,8.8,16.7
"2374",36708,16.9,0,62.5,12,7.2,259,22.38,2.6,6.8,21.8
"2375",36709,18.8,0,65,14,7.6,207.1,17.9,1.8,13.4,24.1
"2376",36710,19,18.7,72.3,15.8,6.1,181.9,15.72,2.9,15.5,24.5
"2377",36711,19.8,7.7,73.2,16.8,6.2,213.1,18.41,1.9,15.7,25.2
"2378",36712,16.5,0.8,87,16.2,2.5,139.3,12.04,3.2,14.7,21.2
"2379",36713,14.6,0,78.4,13,3.6,167.3,14.45,2.6,12.9,19.6
"2380",36714,14.2,0,67.5,10.9,5.3,202,17.46,2,8.1,19
"2381",36715,12.7,0,81.3,11.9,2.8,121.5,10.49,2.7,8.4,16.5
"2382",36716,14.5,1.6,75.2,12.3,4.1,126,10.89,3.5,10.8,19.2
"2383",36717,15.4,3.4,79.5,13.7,3.5,189.4,16.36,3.7,12.8,20.1
"2384",36718,15.2,0.2,73.3,12.6,4.6,159.3,13.76,3.8,10.9,19.3
"2385",36719,11.8,0.4,84.5,11.6,2.2,82.1,7.1,4.8,10.9,15.8
"2386",36720,14.1,1.5,78,12.5,3.5,169.7,14.66,3.3,7.9,18.9
"2387",36721,13.4,2.7,85.8,13.2,2.2,123.9,10.71,2.6,12.2,17.9
"2388",36722,14.3,0,73.9,12,4.2,186.7,16.13,2.1,9.4,18.2
"2389",36723,15.8,0,67.5,12.1,5.8,268.8,23.23,2.3,9.6,21.2
"2390",36724,14.5,0.1,80.2,13.1,3.3,133.4,11.53,2.8,10.8,16.7
"2391",36725,13.1,0,75.5,11.3,3.7,90.9,7.86,3.4,11.8,15.4
"2392",36726,13.5,0.3,86.2,13.2,2.1,69.1,5.97,4.5,11.1,16.1
"2393",36727,14.9,0,75.8,12.8,4.1,139.8,12.08,4.9,12.9,19.4
"2394",36728,14.7,7.7,80.1,13.4,3.3,169.2,14.62,3.8,11.9,20
"2395",36729,16.3,3.4,83.3,15.3,3.2,174.7,15.1,2.3,13.5,21.7
"2396",36730,16.7,0,79.2,15,3.9,205.1,17.72,1.3,10.1,23.5
"2397",36731,20,2.8,65,15.2,8.2,246.7,21.31,2.1,10.7,25.7
"2398",36732,17.5,18.4,89.3,17.7,2.1,127.8,11.04,2,15.5,20.9
"2399",36733,17.6,1,85.1,17.2,2.8,108.8,9.4,2.5,15.7,21.5
"2400",36734,18.2,5.1,74.4,15.4,5.3,164.2,14.18,2.2,14.6,22
"2401",36735,15.2,22.2,95.2,16.3,0.8,92,7.95,2.7,14.4,19.3
"2402",36736,15.6,4.6,87.2,15.4,2.3,121.4,10.49,2.7,13.5,20
"2403",36737,16.1,0.1,82.2,14.9,3.3,87.4,7.55,2.4,13.2,19
"2404",36738,15.2,0,79.2,13.7,3.6,160.4,13.86,2.3,13.9,20.5
"2405",36739,20.5,4.4,66,15.8,8.2,252,21.77,2,12.2,27.1
"2406",36740,16.8,13.6,89.2,17,2.1,133,11.49,2.3,15.6,21.9
"2407",36741,17.6,0,71.6,14.4,5.7,220.9,19.09,2.5,13.1,23.4
"2408",36742,17.4,0,77.8,15.3,4.5,200.3,17.3,1.7,13.7,22.9
"2409",36743,16.2,0,78.6,14.4,3.9,221.7,19.15,1.7,11.4,22.2
"2410",36744,17.8,0,77.6,15.7,4.5,187.7,16.22,1.9,11.1,22
"2411",36745,15.6,0,65.6,11.6,6.1,229.2,19.8,3.7,14.1,21.4
"2412",36746,14,1,84.3,13.5,2.6,96.8,8.37,2.3,10.4,18.1
