"","Time","TMPM","Rain","LF","VP","Sat_def","Rad_Int","GlobRad","Wind","TMPMN","TMPMX"
"8118",42452,5.6,0,81.5,7.4,1.7,66,5.7,3.1,0.4,9.6
"8119",42453,4.6,0.9,81.8,6.9,1.5,108.5,9.38,2.3,-1.2,10.1
"8120",42454,6.7,2.2,93.9,9.2,0.6,45.4,3.92,3.2,5.5,7.7
"8121",42455,8.8,0,76.1,8.6,2.7,193.8,16.75,3,2.5,13.7
"8122",42456,8,1.2,79.5,8.5,2.2,109.4,9.45,3.4,4.6,13.3
"8123",42457,8.3,3.2,73.5,8,2.9,121.9,10.53,4.3,4.1,12.6
"8124",42458,6.2,6.7,87.2,8.2,1.2,88.5,7.65,4.1,2.4,10.2
"8125",42459,7.2,0,78.7,8,2.2,129.2,11.16,3.4,2.2,11.9
"8126",42460,6.2,0,78.5,7.4,2,101.7,8.78,1.4,2.3,10.1
"8127",42461,7.2,0,58.8,6,4.2,214.3,18.52,1.7,2.3,12.8
"8128",42462,8.7,0,64.3,7.2,4,185.6,16.03,2.4,1.3,15.3
"8129",42463,13,0,67.3,10,4.9,130.6,11.28,1.8,4.8,20.5
"8130",42464,14.7,2.2,76.8,12.7,3.9,108.9,9.41,1.9,10.1,22.1
"8131",42465,11.8,2.3,85.7,11.8,2,76.9,6.65,2.2,8.6,16.5
"8132",42466,10.6,2.3,73.9,9.4,3.3,141.1,12.19,4.4,6.6,14.7
"8133",42467,7.6,0,70.7,7.3,3.1,182.6,15.78,4.1,2.7,12.4
"8134",42468,6.4,0,75.9,7.2,2.3,155.4,13.43,2.6,0.6,11.4
"8135",42469,7.1,0,69.8,7,3,179.4,15.5,1.4,-1.4,14.3
"8136",42470,9.5,0,64.8,7.7,4.2,177.2,15.31,2.7,3.2,15.1
"8137",42471,8.1,0,72.8,7.8,2.9,149,12.88,3.2,1.2,12.8
"8138",42472,12.3,2,70.9,10.1,4.2,173.2,14.97,2.3,7.9,18
"8139",42473,10.5,0,81.1,10.3,2.4,116.3,10.05,1.9,6.2,14.5
"8140",42474,9.4,0.1,79.2,9.3,2.5,145.9,12.6,2.1,4.4,14.6
"8141",42475,8.1,7.6,91.3,9.8,0.9,90.7,7.84,2.5,4,13.5
"8142",42476,10.5,0.5,74,9.4,3.2,168.7,14.58,3.9,4.9,16.1
"8143",42477,7.2,0,70.1,7.1,3,200.7,17.34,3.1,1.7,12.1
"8144",42478,7.1,0,66.3,6.7,3.4,148.5,12.83,3.8,-0.2,11.7
"8145",42479,9.2,0,64.3,7.4,4.1,182.6,15.77,5.3,5,13.7
"8146",42480,7.8,0,66.9,7.1,3.5,236.1,20.4,3.3,1.3,13.2
"8147",42481,7.7,0,66.1,7,3.5,268.5,23.2,1.7,-1.4,15.7
"8148",42482,7.6,0,67.2,7,3.4,250.5,21.65,2.8,0.9,14
"8149",42483,4.7,1.8,71.2,6.1,2.5,136.1,11.76,3.2,1,10.6
"8150",42484,2.7,1.9,83.6,6.2,1.2,168.2,14.54,3,-1.1,7.8
"8151",42485,3.5,5.9,80.6,6.3,1.5,150.7,13.02,3.8,-1.9,9.6
"8152",42486,3.6,6.9,85.9,6.8,1.1,138.7,11.98,4.1,1.3,8.1
"8153",42487,4.2,1.8,87.4,7.2,1,123.1,10.63,4.6,2.3,8
"8154",42488,4.8,1.7,83.7,7.2,1.4,154.7,13.37,3.5,1.6,9.5
"8155",42489,7.9,0,62.6,6.7,4,207.9,17.96,3.7,-0.5,13.9
"8156",42490,8.8,0,68.9,7.8,3.5,192.9,16.66,2.4,3.4,15.9
"8157",42491,10.8,0,72.8,9.4,3.5,269.8,23.31,3.1,4.4,17.5
"8158",42492,12.2,0,63.6,9.1,5.2,281.3,24.31,1.6,1.8,20.1
"8159",42493,9.4,0.6,78.4,9.2,2.6,148.9,12.86,2.6,4.1,14.8
"8160",42494,8.3,0,69.4,7.6,3.3,234.1,20.23,1.9,1.2,15
"8161",42495,11,0,59.2,7.9,5.4,295.9,25.56,2,0.2,18.6
"8162",42496,16.3,0,52.5,9.7,8.8,297.7,25.72,3.4,6.5,23.4
"8163",42497,18.3,0,44.7,9.4,11.7,300.5,25.97,3.7,11.5,24.3
"8164",42498,18.2,0,46.1,9.6,11.3,299.6,25.88,4.6,11.4,23.8
"8165",42499,18.5,0,52,11.1,10,298.6,25.8,4.3,10.8,24.6
"8166",42500,18.2,0,53.6,11,9.7,295.8,25.55,3.6,11.2,24.4
"8167",42501,18.5,0,53.5,11.4,9.9,255.4,22.07,3.7,11.4,24.4
"8168",42502,17.9,0,57.5,11.7,8.7,281,24.28,4.7,11.3,24.2
"8169",42503,15.5,0.2,50.4,8.8,8.7,285.6,24.68,3.8,8.6,21.7
"8170",42504,8.9,0.1,65.4,7.4,3.9,192.9,16.67,4.7,5.6,13.5
"8171",42505,6.8,2.1,84.9,8.4,1.5,178.1,15.39,3.9,4.6,11.4
"8172",42506,8,0,72,7.7,3,198.9,17.19,3.5,3.2,13.1
"8173",42507,9.3,0,76,8.9,2.8,140.8,12.17,3.2,4.8,14
"8174",42508,12.6,0,70.2,10.2,4.4,202.4,17.49,1.9,4.2,19.1
"8175",42509,15.6,0,61.6,10.9,6.6,224.2,19.37,1.7,7.3,22.4
"8176",42510,14.4,0.4,77.8,12.7,3.6,167.6,14.48,3.2,9.9,18.9
"8177",42511,17.6,0,67.7,13.6,6.5,261.3,22.57,2.9,11.6,23.4
"8178",42512,20.8,0.6,58.2,14.5,9.9,285.4,24.66,3.2,13,28.8
"8179",42513,18.1,11.7,79.5,16.4,4.2,193.8,16.74,2.4,14.6,22.5
"8180",42514,12.5,0.3,92.2,13.5,1.1,68.5,5.92,3.6,11.3,15.5
"8181",42515,12.2,0,85.2,12,2.1,71.5,6.18,2,10.2,14.5
"8182",42516,14,0,83.4,13.2,2.7,152.3,13.16,1.7,9,18.4
"8183",42517,15.2,0,80.9,14,3.3,234.2,20.23,1.5,8.4,21.3
"8184",42518,17.4,2.5,72.4,14.3,5.5,261.2,22.57,2.2,9.7,23.2
"8185",42519,17.1,17.9,90.5,17.5,1.8,136.2,11.77,2.8,13.3,23.5
"8186",42520,19.4,20.2,85.8,19.3,3.2,237.9,20.55,3,15,26.3
"8187",42521,19.5,14.4,82.7,18.6,3.9,237.6,20.53,1.8,14.4,25.7
"8188",42522,18.4,8.4,93.2,19.6,1.5,145.4,12.56,2.6,14.5,23.9
"8189",42523,17.9,12.2,91.3,18.7,1.8,154.8,13.37,1.9,14.5,23.2
"8190",42524,20.3,0,74.7,17.6,6,298.4,25.78,2.4,13.5,26
"8191",42525,20.2,0,73.8,17.3,6.2,269.5,23.29,1.8,13.2,26.9
"8192",42526,21.3,0,67.4,16.9,8.2,328.9,28.41,1.6,13.4,27.8
"8193",42527,20.5,0,65.7,16,8.3,325.6,28.14,2,13.1,26
"8194",42528,19.8,0.1,62.1,14.5,8.8,299.7,25.89,1.8,11.8,27
"8195",42529,15.8,0,76.2,13.8,4.1,307.8,26.59,3.2,11.4,20.6
"8196",42530,16.3,0,72.8,13.5,5,228.1,19.71,2.8,10.4,22.3
"8197",42531,14.5,0,67.9,11.2,5.3,248.9,21.51,3.1,8.5,21
"8198",42532,15.8,0,60.5,11.1,6.8,282.8,24.43,1.6,8.9,21.6
"8199",42533,14.6,0.8,77.5,12.8,3.6,101.8,8.79,2.4,11.6,18.3
"8200",42534,15,4.1,89.5,15.2,1.8,128.7,11.12,1.7,11.2,19.8
"8201",42535,15.7,17.9,88.6,15.7,2,179.8,15.54,2,12.3,20.5
"8202",42536,15,3.3,87.3,14.8,2.2,202.2,17.47,1.6,10.7,21
"8203",42537,16.1,6,79.6,14.5,3.7,218,18.84,1.9,11,20.7
"8204",42538,15.5,2.1,88.5,15.5,2,162.7,14.06,2.2,12.3,20.4
"8205",42539,15.2,0.8,84.7,14.7,2.6,171.6,14.82,2.2,10.7,20
"8206",42540,14.1,0.1,82.7,13.3,2.8,152.4,13.17,2.2,8.3,18
"8207",42541,15.7,3.8,71.9,12.9,5,281.4,24.32,2.8,6.8,22.3
"8208",42542,18.2,0,81.6,17,3.8,210.2,18.16,2.7,13.9,23.4
"8209",42543,20.6,0,77.1,18.6,5.5,239.5,20.69,2.1,15,26
"8210",42544,25,0,64.1,20.4,11.4,323.8,27.98,2.9,14.5,31.9
"8211",42545,23.3,8.4,76.1,21.6,6.8,249.2,21.53,2.5,17.4,31.4
"8212",42546,19.1,14.6,94.1,20.6,1.3,133.3,11.52,3.3,13.9,22.6
"8213",42547,16.7,0,73.5,13.9,5,255.5,22.08,3.7,11.6,21.9
"8214",42548,16.9,2.6,74.6,14.3,4.9,257.2,22.23,3.4,10.5,22.6
"8215",42549,16.3,10.3,71.7,13.2,5.2,245.6,21.22,2.1,12.8,20.9
"8216",42550,17,0,74.5,14.4,4.9,237.1,20.49,3.5,12.8,21.2
"8217",42551,17.5,0,76.1,15.2,4.8,139.6,12.07,2.8,13.3,21.8
"8218",42552,19.8,1.3,77.1,17.7,5.3,163.6,14.14,3.2,16,23.8
"8219",42553,15.6,2.2,81.5,14.4,3.3,167.8,14.49,3.3,9.1,19.3
"8220",42554,14,1.7,79.2,12.6,3.3,268.4,23.19,3,8.2,19.5
"8221",42555,16.4,0,71.2,13.2,5.3,267.5,23.11,2.2,8.8,22.8
"8222",42556,17.5,0,75.5,15.1,4.9,217.5,18.79,4.6,12.9,22.9
"8223",42557,14.8,1,72.8,12.2,4.6,225.2,19.46,5.3,10.2,19.4
"8224",42558,15.7,0,71.2,12.6,5.1,269.3,23.27,2.7,8.1,22.1
"8225",42559,17.7,2.6,76.3,15.5,4.8,138.6,11.98,3.2,12.6,23.1
"8226",42560,18.3,0,71.1,14.9,6.1,224.1,19.36,3.7,13.7,23.5
"8227",42561,23.3,0,66,18.7,9.7,215.2,18.59,2.9,17,29
"8228",42562,21.2,0,63.9,16,9.1,241.6,20.87,3.9,15,25.2
"8229",42563,18.8,0,67.2,14.5,7.1,258.8,22.36,3.3,12.6,24.5
"8230",42564,15.8,4.2,82.8,14.8,3.1,192.2,16.61,1.7,10.7,20.7
"8231",42565,14.9,1.7,79.7,13.5,3.4,156.4,13.51,3.9,11.9,20.2
"8232",42566,14.4,0,81.5,13.3,3,145.3,12.56,3.8,8.8,18.4
"8233",42567,16.3,0.5,81.5,15,3.4,141.2,12.2,3,7.4,20.9
"8234",42568,19.6,0.4,78.4,17.8,4.9,206.9,17.88,2.8,14.7,25.1
"8235",42569,19,0,68.5,15,6.9,219,18.92,2.9,13,25.2
"8236",42570,19.9,0,73.6,17,6.1,223.9,19.35,1.9,11.8,26.9
"8237",42571,23.5,0,62.2,17.9,10.9,308.7,26.67,2.4,13.6,30.5
"8238",42572,23.7,0,65.2,19,10.2,202.5,17.5,2,18.2,30.7
"8239",42573,20.9,5.5,82.9,20.2,4.2,195.9,16.92,1.8,16.3,30
"8240",42574,21.2,0.1,68.8,17.3,7.9,176.4,15.24,2.1,15.6,26.9
"8241",42575,22.7,0.2,70.2,19.3,8,203,17.54,1.4,16.5,29.5
"8242",42576,22.6,0,74.9,20.4,6.8,205.5,17.76,1.9,15.4,29
"8243",42577,20.7,8.9,69.2,16.8,7.3,242.3,20.93,2.2,16.3,25.7
"8244",42578,19.2,0,78.5,17.4,4.8,184.2,15.92,2.3,15,25.2
"8245",42579,19.5,3.5,80.1,18.1,4.5,130.1,11.24,1.9,16.2,23.8
"8246",42580,19.4,0,78.4,17.6,4.9,201.6,17.42,3,15.9,24.3
"8247",42581,19.3,5,74.3,16.6,5.7,216.8,18.73,3.1,15.7,24.6
"8248",42582,16.6,3.5,91.2,17.2,1.7,94.4,8.15,2,13.4,21.2
"8249",42583,15.5,0.2,80.3,14.1,3.5,188.6,16.3,2.8,11.2,21.1
"8250",42584,14.7,4.8,90.2,15.1,1.6,79.4,6.86,1.3,9.9,18.6
"8251",42585,18.3,0.7,92.9,19.4,1.5,62,5.36,3.6,15.5,20.8
"8252",42586,18.5,0,74.8,15.9,5.4,151.4,13.08,3.7,15.2,21.9
"8253",42587,17.4,3.2,81.3,16.1,3.7,172.6,14.91,2.4,13.2,23.5
"8254",42588,16.2,0.1,84.5,15.5,2.8,165.8,14.33,2.7,12.2,21.6
"8255",42589,18.9,0,69.9,15,6.5,225.7,19.5,3.2,11,25.8
"8256",42590,18.9,0,72.8,15.8,5.9,176.7,15.26,3.9,12.5,22.6
"8257",42591,13.7,1.7,75.5,11.8,3.8,171.2,14.79,2.9,8.5,19.7
"8258",42592,12.1,0.2,75.1,10.6,3.5,179.1,15.48,2.9,7.5,17.9
"8259",42593,11.4,3.2,83.6,11.2,2.2,144.2,12.46,3,5.6,15.5
"8260",42594,16.4,0,93.9,17.4,1.1,76,6.56,2.7,12.4,20.3
"8261",42595,18.8,0,79,17,4.6,195.8,16.92,3.9,15.3,23.2
"8262",42596,17.2,0,76.5,15,4.6,146.7,12.67,2.4,13.6,22.2
"8263",42597,15.7,0,75.3,13.3,4.4,205.7,17.77,1.5,10,21.5
"8264",42598,15.4,0,73.7,12.9,4.6,230.6,19.92,1.7,7.5,22.6
"8265",42599,14.7,0,71.5,12,4.8,250.2,21.62,1.3,6.2,22.7
"8266",42600,15.1,0,75,12.8,4.3,195.8,16.92,1.5,6.4,23.1
"8267",42601,17.6,1.5,67,13.5,6.6,247.6,21.39,1.3,8,26
"8268",42602,18.3,0.3,86.9,18.2,2.7,107.2,9.27,2.1,14.1,22.3
"8269",42603,16.8,2.5,78.6,14.9,4.1,181.1,15.65,3.2,11.9,21.7
"8270",42604,17.4,0.9,84.6,16.7,3,128.4,11.09,3.7,14.6,22.4
"8271",42605,18.6,0,88.2,18.8,2.5,133.9,11.57,1.9,14.2,24.3
"8272",42606,22.3,0,67.5,18.4,8.4,246.3,21.28,2.1,12.6,30.4
"8273",42607,24.8,0,51.1,15.9,15.2,246.1,21.26,2.8,16.4,32.6
"8274",42608,25.3,0,56.3,17.7,14,237.3,20.5,2.3,15.9,34.6
"8275",42609,22.6,0,69.9,19,8.2,216,18.66,2.4,16.4,29.7
"8276",42610,23.5,4.3,68.9,19.8,9,198.8,17.18,2.8,16.4,34.2
"8277",42611,16.9,0.2,81,15.4,3.7,119.9,10.36,3.2,10.2,21.7
"8278",42612,15.3,0,74.3,13.1,4.3,219.7,18.98,1.5,7.9,23.2
"8279",42613,18,0,64.3,13.2,7.4,230.1,19.88,1.7,8.3,27
"8280",42614,17.8,1.3,74.5,15.1,5.2,187.2,16.17,2,10.1,25.9
"8281",42615,17.8,0,75.7,15.4,5,183.8,15.88,1.9,11.3,25.2
"8282",42616,18.2,0.1,75.7,15.7,5.1,143.9,12.43,2.4,12.8,23.7
"8283",42617,17.2,11.3,87.5,17.1,2.4,85.5,7.39,3.6,14.4,21.7
"8284",42618,16,1,90.5,16.4,1.7,107.8,9.32,2.7,11.3,20.8
"8285",42619,16.3,0,79.9,15.2,3.6,198.2,17.12,1.2,9.6,24
"8286",42620,17.8,0,70,14.5,6.1,215.9,18.65,1.4,9.1,25.9
"8287",42621,20.6,0,70.1,17.5,7.3,211.6,18.29,2,12.5,30.1
"8288",42622,18.4,0,77.6,16.5,4.7,186.8,16.14,1.9,11.6,25.1
"8289",42623,19.7,0,73.4,16.9,6.1,189.7,16.39,1.8,10.6,27.9
"8290",42624,20.1,0,72.3,16.9,6.5,190.8,16.48,1.6,14.1,26.8
"8291",42625,22.3,0,65.2,17.4,9.4,197.6,17.07,1.7,13.7,31.6
"8292",42626,23.5,0,55.3,16.1,13.1,198.2,17.13,2.7,15.4,31.4
"8293",42627,22.8,0,56.6,15.9,12,189.1,16.34,2.9,15,30.1
"8294",42628,20.4,0,53.4,12.8,10.7,196,16.94,3.5,14,27
"8295",42629,17,15.1,82.3,15.9,3.5,89.9,7.77,1.4,11,21.8
"8296",42630,17.3,0.5,90.3,17.7,1.9,48.9,4.22,2.5,14.5,20.1
"8297",42631,15,0,74,12.5,4.4,177.3,15.32,3.3,9.5,19.6
"8298",42632,12.7,0,80.2,11.7,2.9,68.4,5.91,1.5,8.8,18.2
"8299",42633,12.6,0,79.8,11.8,3,75.2,6.5,0.9,8.1,18.4
"8300",42634,13.7,0.3,88.4,13.7,1.8,106.1,9.17,0.9,8.9,19.3
"8301",42635,13.2,0,83.6,12.5,2.5,143.7,12.41,0.9,6,20.6
"8302",42636,14.4,0,81.2,13.3,3.1,128.3,11.08,1.8,8.1,21.6
"8303",42637,13.8,0,75.1,12.1,3.9,157.2,13.58,1.6,6.8,21.5
"8304",42638,16.3,0,64.8,12.1,6.2,162.4,14.03,2.5,8.7,23.8
"8305",42639,15.9,0,80.9,14.6,3.4,82.7,7.14,1.7,10.7,20.6
"8306",42640,15.3,0,82.3,14.2,3.1,135.5,11.71,1.2,10.7,21.6
"8307",42641,16.9,0,70.3,13.5,5.7,66.6,5.75,4.5,11.4,21
"8308",42642,19.1,0.7,63,14,8,119.8,10.35,5.5,13.5,24
"8309",42643,13.7,0.1,83.3,12.9,2.6,75.8,6.55,3,6.4,18.5
"8310",42644,11,2.9,96,12.6,0.5,33.9,2.93,1.1,6.8,13.3
"8311",42645,11.7,9.5,90.2,12.4,1.3,78.4,6.78,2.1,8.9,17.3
"8312",42646,11.5,0.8,93.1,12.6,0.9,69.2,5.98,2,9.3,15.1
"8313",42647,12.1,0,75.2,10.6,3.5,127.3,11,4.1,6.5,16.5
"8314",42648,8.7,0,75,8.4,2.8,120.6,10.42,3.5,3.4,13.7
"8315",42649,10,1,87,10.7,1.6,31.4,2.71,4.4,8.2,12.2
"8316",42650,10.9,0.7,89,11.6,1.4,69.3,5.99,3.2,6.2,14.6
"8317",42651,7.7,2.4,91.4,9.6,0.9,63.4,5.48,2.2,2.5,11.8
"8318",42652,6.9,0,93.9,9.4,0.6,40.7,3.51,1.5,2.2,10.4
"8319",42653,7.8,0.1,90,9.5,1.1,82.4,7.12,0.9,3.9,12.7
"8320",42654,8.1,2.2,96.6,10.4,0.4,28.9,2.49,2.1,6.3,10.3
"8321",42655,7.3,0.3,90.9,9.2,0.9,28.4,2.45,3,6.3,8.9
"8322",42656,7.3,0,87.4,9,1.3,27.9,2.41,3.8,6,8.9
"8323",42657,7.9,0,81.8,8.7,1.9,32.8,2.83,4.6,5.5,10.5
"8324",42658,9.5,0,89,10.6,1.3,29.7,2.57,2.6,7,12
"8325",42659,12.1,0,91.1,12.7,1.2,82.1,7.1,1.7,8.9,16.8
"8326",42660,11,0,93.9,12.3,0.8,34.2,2.95,2.9,9.4,13
"8327",42661,11.5,4,90.2,12.3,1.3,71.1,6.14,2.1,8.6,16.1
"8328",42662,8,11.9,93.1,9.9,0.7,46.2,3.99,2.3,5.4,10.5
"8329",42663,7,6.2,95.7,9.6,0.4,31.2,2.69,2,5.1,9.3
"8330",42664,6.9,23.6,97.6,9.7,0.2,24.2,2.09,1.6,5.4,8.9
"8331",42665,6.6,0,94.9,9.3,0.5,33.1,2.86,1.3,4.3,8.5
"8332",42666,5.8,0,91.5,8.5,0.8,63.9,5.52,1.7,2.1,10.2
"8333",42667,5.5,2.6,97.7,8.8,0.2,22.9,1.98,2.3,2.5,7.4
"8334",42668,6.5,0.2,96.5,9.3,0.3,25.3,2.18,1.2,1.2,9.2
"8335",42669,5.4,0.2,93.8,8.4,0.6,56.2,4.86,1,0.5,10.3
"8336",42670,9.9,0,93.8,11.4,0.8,21.6,1.87,2.9,6,12.3
"8337",42671,11.5,1,92.5,12.5,1,21.2,1.83,3.7,9.1,12.8
"8338",42672,9.7,0,84.9,10.3,1.7,54.7,4.73,2.8,8.1,12.7
"8339",42673,9.1,0,90.6,10.5,1.1,48.5,4.19,1.9,5.4,12.7
"8340",42674,10.2,0,96.9,12.1,0.4,20.1,1.73,1.8,6.9,11.9
"8341",42675,8.7,0.9,96,10.7,0.4,20.4,1.77,2.6,6.1,11.4
"8342",42676,5.5,0.5,91.8,8.3,0.7,44.4,3.84,3.8,1.3,8.4
"8343",42677,3.4,0,91.1,7.1,0.7,65.1,5.62,1.7,-2.2,7.8
"8344",42678,6,0.2,87.1,8.1,1.2,52.7,4.55,2.9,2.4,9.4
"8345",42679,5.2,1.3,95.4,8.5,0.4,17.9,1.55,2.1,2.1,7.5
"8346",42680,5.3,3.1,95.1,8.5,0.4,30.5,2.63,2.1,3.1,6.5
"8347",42681,3.6,2.6,95,7.5,0.4,20.5,1.77,2.3,1.7,5.1
"8348",42682,0.4,9.4,97.7,6.1,0.1,16.9,1.46,2.4,-2.7,2.5
"8349",42683,0.2,1,93.5,5.8,0.4,43.1,3.73,1.5,-3.8,3.4
"8350",42684,1.4,0,97,6.6,0.2,16.3,1.41,1.7,0.4,2.6
"8351",42685,-0.2,0,94.6,5.7,0.3,43.6,3.76,2.2,-3.5,2.9
"8352",42686,-2.5,0,97.5,5,0.1,25.2,2.18,1.6,-4.8,-0.3
"8353",42687,-1.3,0,87.1,4.9,0.7,55.6,4.81,2.2,-4.1,2.5
"8354",42688,-0.5,0.6,78.5,4.7,1.2,60.3,5.21,2.1,-6.3,4.2
"8355",42689,4.7,2.5,93.6,8,0.5,14.9,1.28,3.9,1.7,8.4
"8356",42690,8.6,9.8,97.4,10.8,0.3,14.6,1.26,3,5.6,10.7
"8357",42691,8.4,5.6,91.2,10,1,27.2,2.35,3.4,6.5,11.1
"8358",42692,7.6,2.2,84.6,8.8,1.6,35.8,3.09,4.3,4.6,11.4
"8359",42693,4.9,0,83,7.2,1.5,36.9,3.19,3,1.5,8.2
"8360",42694,7.3,0.1,76,7.7,2.5,23.6,2.04,4.6,1.7,13.2
"8361",42695,11.1,0,69.2,9.1,4.1,20.2,1.75,2.9,9.1,14.2
"8362",42696,10.3,0,78.9,9.9,2.7,18.6,1.6,1.7,5.8,14.2
"8363",42697,7.1,0,94.2,9.5,0.6,38.6,3.34,0.8,3.7,12.5
"8364",42698,4.4,0,91.9,7.8,0.7,38,3.28,2.4,0.3,7.2
"8365",42699,0.1,0,98.5,6.1,0.1,13.1,1.13,1.8,-1.4,1.8
"8366",42700,-0.5,0,98.4,5.8,0.1,12.7,1.1,2,-2.2,3.5
"8367",42701,3.7,0,89.5,7.1,0.8,48.6,4.2,2.5,-0.3,7
"8368",42702,-1.5,0,85.9,4.7,0.8,52.3,4.52,1.4,-6.3,2.7
"8369",42703,-4.3,0,91.6,4.1,0.4,45.4,3.92,1.7,-7.8,0.9
"8370",42704,1.1,2.6,84.7,5.6,1,11.7,1.01,4.1,-4.4,5.1
"8371",42705,6.7,2.6,92.6,9.1,0.7,11.5,1,5.5,5,8.1
"8372",42706,2.9,0,79.6,6,1.5,46.2,3.99,3.2,-3.6,8
"8373",42707,-2.5,0,93.8,4.9,0.3,44.7,3.86,0.7,-5.7,3.6
"8374",42708,-3.4,0,96.9,4.6,0.2,39.5,3.41,0.7,-6,1.7
"8375",42709,-4.6,0,93.1,4.1,0.3,43.1,3.73,0.8,-8.4,1.6
"8376",42710,-1.5,0,90.6,5,0.5,11.9,1.03,1.3,-4.9,1.2
"8377",42711,0.9,0,85.4,5.7,1,14.4,1.24,2.7,-3.8,5.5
"8378",42712,6.6,0.9,70.3,6.8,2.9,26.2,2.26,4,4.1,9.3
"8379",42713,7.8,0.9,95.4,10.1,0.5,11.3,0.98,4,5.2,9.6
"8380",42714,7.8,11,92,9.8,0.8,10.5,0.91,4,7,9.3
"8381",42715,7.3,4.7,94.1,9.6,0.6,11.2,0.97,4.5,6.2,8.8
"8382",42716,5.6,0.5,95.1,8.6,0.4,11.3,0.98,2.8,3,7.5
"8383",42717,5,0.4,93.3,8.1,0.6,14.7,1.27,1.9,3.1,6.7
"8384",42718,6.3,0.9,98.2,9.4,0.2,10.3,0.89,1.6,4.6,7.2
"8385",42719,2.1,0,95.4,6.8,0.3,10.3,0.89,3.8,0,4.6
"8386",42720,-0.5,0,93,5.5,0.4,11.6,1,2.4,-3,0.6
"8387",42721,-0.5,0.3,97.3,5.7,0.2,16,1.38,1.5,-3.5,3.5
"8388",42722,5.3,0.8,97.3,8.6,0.2,10.2,0.88,2.4,3.5,6.6
"8389",42723,3.8,0,94,7.5,0.5,11.7,1.01,1.7,1.8,5.3
"8390",42724,0.6,0,91.8,5.8,0.5,10.2,0.88,3.4,-0.6,2.4
"8391",42725,0.8,0.7,88.3,5.7,0.8,37.5,3.24,3.2,-1.9,4.1
"8392",42726,2.4,4,95,6.9,0.4,10.2,0.88,3.4,0.6,4.1
"8393",42727,4.4,0.7,90.8,7.6,0.8,11.2,0.97,4.1,2.8,6.1
"8394",42728,6.2,1.9,83.4,7.9,1.6,17.4,1.5,5.9,3.9,8
"8395",42729,8.5,4.1,92.6,10.2,0.8,10.3,0.89,5.6,6.3,10.5
"8396",42730,8,2.3,81.4,8.7,2,19.8,1.71,6.6,3.8,11.1
"8397",42731,7,0.2,78.7,7.9,2.1,19.6,1.69,6.7,5,8.8
"8398",42732,6.2,0,86.6,8.2,1.3,12.6,1.09,3.2,4.8,7.8
"8399",42733,2.9,0,81.6,6.1,1.4,38.6,3.33,1.6,-2.5,6.2
"8400",42734,-0.5,0,88.6,5.2,0.7,42.8,3.7,2,-3.9,4.8
"8401",42735,0.4,0,91,5.7,0.6,18.7,1.62,3.5,-1.5,3.6
"8402",42736,1.6,1.9,86.9,6,0.9,12.3,1.06,4.4,-0.6,3.9
"8403",42737,0.8,1.9,95.8,6.2,0.3,16.9,1.46,3,-0.4,2.3
"8404",42738,2.9,20.4,94.3,7.1,0.4,11.7,1.01,5.8,0.9,5.1
"8405",42739,2.8,3.2,83.4,6.2,1.2,20.3,1.75,6.3,-0.5,5.9
"8406",42740,-3.3,0,76,3.6,1.1,32.7,2.83,2.9,-8.6,-0.3
"8407",42741,-7.8,0,81.9,2.8,0.6,47.1,4.07,1.1,-10.7,-3.6
"8408",42742,-3.3,0.5,83.2,4,0.8,12.2,1.05,3.8,-6.3,0
"8409",42743,0.7,0.2,99.2,6.4,0.1,12.3,1.07,1.3,-0.1,1.6
"8410",42744,0.4,0,91.8,5.7,0.5,12.5,1.08,2.3,-0.3,1.1
"8411",42745,0.9,0,86.5,5.7,0.9,17.3,1.5,2.9,-1.2,2.5
"8412",42746,2.6,6.4,87.5,6.4,0.9,13.2,1.14,4.8,1,4.7
"8413",42747,3.5,12.9,82.4,6.4,1.4,21.2,1.83,5,1.6,5.6
"8414",42748,0.6,4.7,95.4,6.1,0.3,13.9,1.2,4.1,-0.4,1.9
"8415",42749,0.9,0.4,92.1,6,0.5,37.7,3.25,4.1,-0.1,2.5
"8416",42750,-1.2,0,91.6,5.2,0.5,16.4,1.42,2.9,-6.8,0.7
"8417",42751,-5.4,0,94.1,3.9,0.2,44.8,3.87,1,-9.4,-0.6
"8418",42752,-4.2,0,94.7,4.3,0.2,18.8,1.63,0.9,-7.3,-1.4
"8419",42753,-3.4,0,94.1,4.5,0.3,14.3,1.23,1.3,-5,-1.7
"8420",42754,-2,0,84.6,4.5,0.8,24.7,2.13,1.3,-4.5,1.1
"8421",42755,0.1,0,88.2,5.4,0.7,24.2,2.09,0.8,-1.9,2.8
"8422",42756,1.2,0,93.3,6.2,0.4,18.2,1.58,1.2,-0.1,2.9
"8423",42757,-1.6,0,94.6,5.1,0.3,16.4,1.42,1.7,-3.5,0.3
"8424",42758,-1.9,0,95.9,5.1,0.2,15.6,1.35,1.6,-3.6,-0.5
"8425",42759,-0.3,0,94.4,5.6,0.3,15.9,1.37,1.6,-1.1,0.6
"8426",42760,-0.7,0,91.1,5.3,0.5,17.7,1.53,1.2,-2,1
"8427",42761,-0.2,0,84.9,5.1,0.9,56.9,4.91,3.5,-2.2,2
"8428",42762,-1.4,0,76.1,4.2,1.3,64.8,5.6,2.2,-4.4,3.1
